envId,formationType,timeStep,receiverId,sigma_rssi_bar,sigma_gps_bar,snr_bar,plr_bar,relative_speed_bar,relative_height_bar,trusted_count,trust_bar,theta,benign_exceedance_rate,mean_delta_d,max_delta_d,num_links
0,0,6,7,380.472313904633,380.472313904633,100.0,0.019766450774006,0.808688671625015,4.48333502264388,16,0.999999999999999,10,0.0,1.5753480391523267e-14,7.8159700933611e-14,19
0,0,6,8,308.761596767591,308.761596767591,100.0,0.0168713177079917,0.711069665307742,5.19555071037395,16,0.999999999999998,10,0.0,1.5426256763212698e-14,4.9737991503207e-14,19
0,0,6,9,240.340178516228,240.340178516227,100.0,0.0145416851771571,0.691029131190286,5.40443759293484,16,0.999999999999998,10,0.0,1.729610606784454e-14,4.9737991503207e-14,19
0,0,6,10,182.585064432798,182.585064432798,100.0,0.0127607106363456,0.768012180528516,4.91870182406091,16,0.999999999999999,10,0.0,9.302500290543415e-15,4.2632564145606e-14,19
0,0,6,11,142.283102478464,142.283102478464,100.0,0.0115844720697167,0.915459300619572,4.13026542360624,16,0.999999999999999,10,0.0,1.0751633501633093e-14,3.5527136788004997e-14,19
0,0,6,12,125.624074762018,125.624074762018,100.0,0.0111118835721178,1.06727384250145,3.46253164625564,16,0.999999999999999,10,0.0,1.3883631086891428e-14,5.6843418860808e-14,19
0,0,6,13,136.44637708017,136.44637708017,100.0,0.0114248714981725,1.13501724775063,3.20064182982061,16,0.999999999999999,10,0.0,9.910201314548763e-15,4.2632564145606e-14,19
0,0,6,14,174.153592306813,174.153592306813,100.0,0.0125375680724984,1.0566516497937,3.58759852429881,16,0.999999999999999,10,0.0,1.1359334525638443e-14,3.19744231092045e-14,19
0,0,6,15,233.401824986779,233.401824986779,100.0,0.0143867906618965,0.901912656563406,4.37334319020149,16,0.999999999999999,10,0.0,1.435109341304939e-14,7.105427357600999e-14,19
0,0,6,16,305.860049904062,305.860049904062,100.0,0.0168695723699582,0.758233988773632,5.04315925829277,16,0.999999999999998,10,0.0,2.2671922818661086e-14,7.105427357600999e-14,19
0,0,6,17,382.104357388034,382.104357388034,100.0,0.0199036390628584,0.688931789456272,5.14365257669228,16,0.999999999999999,10,0.0,1.6688405043839193e-14,7.105427357600999e-14,19
0,0,6,18,451.771548003949,451.771548003948,100.0,0.0234717118241282,0.716793428228584,4.58279365477349,16,0.999999999999998,10,0.0,2.7440038545472284e-14,8.5265128291212e-14,19
0,0,6,19,502.279027921189,502.279027921189,100.0,0.0276202510360172,0.818609641725014,3.78623192813383,16,0.999999999999998,10,0.0,2.0661834816181855e-14,7.105427357600999e-14,19
0,0,6,20,517.835546136526,517.835546136526,100.0,0.0324122918140849,0.937255627391044,3.23387330146115,16,0.999999999999998,10,0.0,2.7299799847624895e-14,1.13686837721616e-13,19
0,0,7,1,519.562243036398,519.562243036398,100.0,0.0497274631454679,0.646112399149037,3.121827213167,16,0.999999999999997,10,0.0,2.7673769708551265e-14,7.105427357600999e-14,19
